user_id,cohort,age_band,sex,device,vehicle,last_active_day,day,is_promo_day,page_views,major_page_type,engagement_time,drive
28,G1 flat usage,<=25,Male,Android,Standard,22,12,1,4,Promotions,4,1
28,G1 flat usage,<=25,Male,Android,Standard,22,13,0,2,Promotions,1,0
28,G1 flat usage,<=25,Male,Android,Standard,22,14,0,3,Services,3,1
28,G1 flat usage,<=25,Male,Android,Standard,22,15,0,3,Services,3,1
28,G1 flat usage,<=25,Male,Android,Standard,22,16,0,4,Services,3,0
28,G1 flat usage,<=25,Male,Android,Standard,22,17,0,3,Promotions,3,1
28,G1 flat usage,<=25,Male,Android,Standard,22,18,0,3,Services,3,0
28,G1 flat usage,<=25,Male,Android,Standard,22,19,1,3,Maintenance,2,0
28,G1 flat usage,<=25,Male,Android,Standard,22,20,0,3,Services,2,0
28,G1 flat usage,<=25,Male,Android,Standard,22,21,0,2,Services,1,1
28,G1 flat usage,<=25,Male,Android,Standard,22,22,0,2,Promotions,1,0
28,G1 flat usage,<=25,Male,Android,Standard,22,23,0,,,,
28,G1 flat usage,<=25,Male,Android,Standard,22,24,0,,,,
28,G1 flat usage,<=25,Male,Android,Standard,22,25,0,,,,
28,G1 flat usage,<=25,Male,Android,Standard,22,26,1,,,,
28,G1 flat usage,<=25,Male,Android,Standard,22,27,0,,,,
28,G1 flat usage,<=25,Male,Android,Standard,22,28,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,1,0,4,Services,3,1
29,G1 flat usage,50+,Female,OS X,Standard,17,2,0,3,Services,3,1
29,G1 flat usage,50+,Female,OS X,Standard,17,3,0,3,Services,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,4,0,3,Promotions,2,0
29,G1 flat usage,50+,Female,OS X,Standard,17,5,1,4,Promotions,4,0
29,G1 flat usage,50+,Female,OS X,Standard,17,6,0,2,Services,1,1
29,G1 flat usage,50+,Female,OS X,Standard,17,7,0,3,Promotions,3,1
29,G1 flat usage,50+,Female,OS X,Standard,17,8,0,3,Promotions,2,0
29,G1 flat usage,50+,Female,OS X,Standard,17,9,0,4,Services,4,1
29,G1 flat usage,50+,Female,OS X,Standard,17,10,0,4,Promotions,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,11,0,4,Maintenance,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,12,1,3,Services,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,13,0,3,Services,2,0
29,G1 flat usage,50+,Female,OS X,Standard,17,14,0,3,Services,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,15,0,4,Promotions,3,1
29,G1 flat usage,50+,Female,OS X,Standard,17,16,0,3,Services,2,1
29,G1 flat usage,50+,Female,OS X,Standard,17,17,0,3,Maintenance,3,0
29,G1 flat usage,50+,Female,OS X,Standard,17,18,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,19,1,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,20,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,21,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,22,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,23,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,24,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,25,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,26,1,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,27,0,,,,
29,G1 flat usage,50+,Female,OS X,Standard,17,28,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,1,0,3,Services,2,1
30,G1 flat usage,26-34,Male,Android,Standard,6,2,0,3,Maintenance,2,1
30,G1 flat usage,26-34,Male,Android,Standard,6,3,0,3,Maintenance,2,0
30,G1 flat usage,26-34,Male,Android,Standard,6,4,0,3,Maintenance,2,1
30,G1 flat usage,26-34,Male,Android,Standard,6,5,1,3,Promotions,2,1
30,G1 flat usage,26-34,Male,Android,Standard,6,6,0,2,Promotions,2,0
30,G1 flat usage,26-34,Male,Android,Standard,6,7,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,8,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,9,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,10,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,11,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,12,1,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,13,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,14,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,15,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,16,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,17,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,18,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,19,1,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,20,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,21,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,22,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,23,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,24,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,25,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,26,1,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,27,0,,,,
30,G1 flat usage,26-34,Male,Android,Standard,6,28,0,,,,
31,G1 flat usage,26-34,Female,Android,Standard,26,1,0,3,Promotions,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,2,0,3,Services,3,0
31,G1 flat usage,26-34,Female,Android,Standard,26,3,0,2,Maintenance,1,1
31,G1 flat usage,26-34,Female,Android,Standard,26,4,0,4,Maintenance,3,0
31,G1 flat usage,26-34,Female,Android,Standard,26,5,1,3,Promotions,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,6,0,4,Maintenance,4,1
31,G1 flat usage,26-34,Female,Android,Standard,26,7,0,4,Services,4,0
31,G1 flat usage,26-34,Female,Android,Standard,26,8,0,2,Maintenance,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,9,0,2,Services,1,0
31,G1 flat usage,26-34,Female,Android,Standard,26,10,0,3,Promotions,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,11,0,3,Maintenance,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,12,1,3,Services,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,13,0,3,Promotions,2,0
31,G1 flat usage,26-34,Female,Android,Standard,26,14,0,2,Services,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,15,0,3,Promotions,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,16,0,4,Services,3,0
31,G1 flat usage,26-34,Female,Android,Standard,26,17,0,2,Promotions,1,0
31,G1 flat usage,26-34,Female,Android,Standard,26,18,0,2,Services,1,0
31,G1 flat usage,26-34,Female,Android,Standard,26,19,1,3,Services,2,1
31,G1 flat usage,26-34,Female,Android,Standard,26,20,0,3,Promotions,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,21,0,3,Maintenance,3,0
31,G1 flat usage,26-34,Female,Android,Standard,26,22,0,3,Maintenance,3,0
31,G1 flat usage,26-34,Female,Android,Standard,26,23,0,3,Maintenance,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,24,0,4,Maintenance,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,25,0,3,Maintenance,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,26,1,4,Promotions,3,1
31,G1 flat usage,26-34,Female,Android,Standard,26,27,0,,,,
31,G1 flat usage,26-34,Female,Android,Standard,26,28,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,1,0,4,Services,3,1
32,G1 flat usage,35-50,Male,OS X,Standard,6,2,0,3,Maintenance,3,0
32,G1 flat usage,35-50,Male,OS X,Standard,6,3,0,3,Services,2,1
32,G1 flat usage,35-50,Male,OS X,Standard,6,4,0,3,Maintenance,2,0
32,G1 flat usage,35-50,Male,OS X,Standard,6,5,1,2,Maintenance,1,1
32,G1 flat usage,35-50,Male,OS X,Standard,6,6,0,3,Services,3,0
32,G1 flat usage,35-50,Male,OS X,Standard,6,7,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,8,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,9,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,10,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,11,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,12,1,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,13,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,14,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,15,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,16,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,17,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,18,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,19,1,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,20,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,21,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,22,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,23,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,24,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,25,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,26,1,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,27,0,,,,
32,G1 flat usage,35-50,Male,OS X,Standard,6,28,0,,,,
33,G1 flat usage,26-34,Male,Android,Luxury,28,1,0,4,Promotions,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,2,0,4,Promotions,4,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,3,0,3,Services,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,4,0,2,Services,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,5,1,3,Maintenance,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,6,0,3,Services,2,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,7,0,3,Promotions,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,8,0,3,Maintenance,3,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,9,0,4,Maintenance,3,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,10,0,3,Promotions,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,11,0,4,Maintenance,3,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,12,1,3,Services,3,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,13,0,3,Promotions,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,14,0,4,Maintenance,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,15,0,3,Services,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,16,0,4,Maintenance,4,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,17,0,3,Services,2,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,18,0,3,Promotions,3,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,19,1,3,Services,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,20,0,2,Promotions,2,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,21,0,2,Maintenance,2,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,22,0,3,Maintenance,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,23,0,2,Promotions,2,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,24,0,2,Services,1,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,25,0,2,Services,1,1
33,G1 flat usage,26-34,Male,Android,Luxury,28,26,1,2,Maintenance,1,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,27,0,3,Maintenance,3,0
33,G1 flat usage,26-34,Male,Android,Luxury,28,28,0,4,Maintenance,3,1
34,G1 flat usage,26-34,Female,OS X,Standard,6,1,0,3,Promotions,3,1
34,G1 flat usage,26-34,Female,OS X,Standard,6,2,0,3,Promotions,2,0
34,G1 flat usage,26-34,Female,OS X,Standard,6,3,0,3,Services,3,0
34,G1 flat usage,26-34,Female,OS X,Standard,6,4,0,3,Services,3,1
34,G1 flat usage,26-34,Female,OS X,Standard,6,5,1,4,Maintenance,3,0
34,G1 flat usage,26-34,Female,OS X,Standard,6,6,0,3,Maintenance,3,1
34,G1 flat usage,26-34,Female,OS X,Standard,6,7,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,8,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,9,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,10,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,11,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,12,1,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,13,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,14,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,15,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,16,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,17,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,18,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,19,1,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,20,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,21,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,22,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,23,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,24,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,25,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,26,1,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,27,0,,,,
34,G1 flat usage,26-34,Female,OS X,Standard,6,28,0,,,,
35,G1 flat usage,50+,Male,OS X,Luxury,28,1,0,2,Services,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,2,0,4,Services,4,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,3,0,2,Promotions,2,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,4,0,3,Services,3,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,5,1,2,Promotions,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,6,0,2,Services,1,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,7,0,4,Services,3,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,8,0,4,Promotions,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,9,0,3,Services,2,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,10,0,3,Promotions,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,11,0,3,Services,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,12,1,3,Promotions,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,13,0,4,Maintenance,4,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,14,0,2,Services,1,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,15,0,3,Services,2,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,16,0,3,Services,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,17,0,3,Maintenance,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,18,0,4,Services,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,19,1,3,Promotions,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,20,0,3,Maintenance,2,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,21,0,3,Services,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,22,0,4,Maintenance,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,23,0,3,Maintenance,3,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,24,0,4,Services,4,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,25,0,4,Services,3,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,26,1,3,Promotions,2,1
35,G1 flat usage,50+,Male,OS X,Luxury,28,27,0,4,Services,3,0
35,G1 flat usage,50+,Male,OS X,Luxury,28,28,0,4,Promotions,4,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,1,0,1,Maintenance,1,0
36,G2 spike and drop,26-34,Male,Android,Standard,15,2,0,2,Services,1,0
36,G2 spike and drop,26-34,Male,Android,Standard,15,3,0,2,Promotions,2,0
36,G2 spike and drop,26-34,Male,Android,Standard,15,4,0,2,Maintenance,1,0
36,G2 spike and drop,26-34,Male,Android,Standard,15,5,1,3,Services,3,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,6,0,2,Maintenance,2,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,7,0,3,Services,3,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,8,0,4,Services,4,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,9,0,3,Promotions,2,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,10,0,4,Services,3,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,11,0,4,Services,4,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,12,1,4,Maintenance,3,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,13,0,2,Services,2,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,14,0,2,Services,2,0
36,G2 spike and drop,26-34,Male,Android,Standard,15,15,0,1,Services,1,1
36,G2 spike and drop,26-34,Male,Android,Standard,15,16,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,17,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,18,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,19,1,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,20,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,21,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,22,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,23,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,24,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,25,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,26,1,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,27,0,,,,
36,G2 spike and drop,26-34,Male,Android,Standard,15,28,0,,,,
37,G2 spike and drop,35-50,Female,OS X,Standard,28,1,0,2,Services,2,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,2,0,2,Services,1,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,3,0,2,Maintenance,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,4,0,2,Promotions,1,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,5,1,2,Promotions,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,6,0,2,Services,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,7,0,2,Services,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,8,0,3,Services,3,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,9,0,4,Maintenance,3,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,10,0,4,Services,3,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,11,0,3,Services,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,12,1,4,Maintenance,3,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,13,0,5,Services,5,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,14,0,4,Services,4,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,15,0,3,Maintenance,2,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,16,0,3,Maintenance,3,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,17,0,3,Maintenance,3,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,18,0,2,Promotions,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,19,1,2,Services,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,20,0,2,Promotions,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,21,0,2,Services,2,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,22,0,2,Maintenance,2,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,23,0,2,Maintenance,2,1
37,G2 spike and drop,35-50,Female,OS X,Standard,28,24,0,2,Promotions,1,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,25,0,2,Services,1,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,26,1,2,Services,1,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,27,0,2,Services,2,0
37,G2 spike and drop,35-50,Female,OS X,Standard,28,28,0,2,Services,1,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,1,0,2,Maintenance,2,0
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,2,0,2,Promotions,2,0
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,3,0,2,Maintenance,2,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,4,0,2,Services,1,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,5,1,2,Promotions,1,0
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,6,0,2,Services,2,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,7,0,3,Services,2,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,8,0,3,Services,2,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,9,0,3,Promotions,3,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,10,0,4,Promotions,4,0
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,11,0,4,Promotions,3,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,12,1,4,Services,4,0
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,13,0,4,Maintenance,4,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,14,0,2,Promotions,1,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,15,0,2,Services,1,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,16,0,1,Services,0,1
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,17,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,18,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,19,1,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,20,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,21,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,22,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,23,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,24,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,25,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,26,1,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,27,0,,,,
38,G2 spike and drop,35-50,Male,OS X,Luxury,16,28,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,1,0,2,Services,2,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,2,0,2,Services,1,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,3,0,2,Maintenance,1,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,4,0,2,Services,1,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,5,1,3,Promotions,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,6,0,2,Promotions,2,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,7,0,2,Promotions,2,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,8,0,3,Services,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,9,0,3,Maintenance,2,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,10,0,3,Services,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,11,0,4,Services,4,0
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,12,1,3,Maintenance,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,13,0,4,Services,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,14,0,3,Services,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,15,0,4,Services,3,0
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,16,0,4,Maintenance,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,17,0,5,Maintenance,4,0
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,18,0,3,Maintenance,3,1
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,19,1,1,Maintenance,1,0
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,20,0,1,Maintenance,0,0
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,21,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,22,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,23,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,24,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,25,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,26,1,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,27,0,,,,
39,G2 spike and drop,26-34,Female,OS X,Luxury,20,28,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,1,0,1,Maintenance,0,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,2,0,2,Services,2,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,3,0,2,Services,2,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,4,0,2,Maintenance,2,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,5,1,2,Maintenance,1,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,6,0,2,Maintenance,1,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,7,0,3,Promotions,2,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,8,0,3,Promotions,3,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,9,0,3,Maintenance,2,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,10,0,3,Maintenance,2,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,11,0,3,Services,3,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,12,1,3,Promotions,3,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,13,0,4,Services,3,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,14,0,4,Services,3,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,15,0,4,Services,4,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,16,0,3,Maintenance,3,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,17,0,2,Services,1,0
40,G2 spike and drop,26-34,Female,Android,Luxury,18,18,0,1,Promotions,0,1
40,G2 spike and drop,26-34,Female,Android,Luxury,18,19,1,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,20,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,21,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,22,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,23,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,24,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,25,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,26,1,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,27,0,,,,
40,G2 spike and drop,26-34,Female,Android,Luxury,18,28,0,,,,
41,G2 spike and drop,50+,Male,Android,Standard,15,1,0,2,Promotions,2,0
41,G2 spike and drop,50+,Male,Android,Standard,15,2,0,2,Services,1,0
